source,target,score,source_url,target_url
"We settled in. (What a word!) I went looking for wood, my sisters lit a fire. Despite her fatigue, my mother began to prepare a meal.",ང་ཚོ་གནས་བཅས། (ཇི་འདྲའི་སྐད་ཆ་ཞིག) ང་མེ་ཤིང་ཅུང་ཙམ་འཐུ་རུ་སོང་ཞིང་། ངའི་སྲིང་མོ་དག་གིས་མེ་ཁ་གསོས། ངའི་ཨ་མ་ངལ་བས་དུབ་ཡོད་པ་སྨོས་མེད་ཀྱང་ཟས་ཐུན་ཉེར་བསྡོགས་ཀྱི་འགོ་བརྩམས།,0.723853,NA,https://latse.org/108-translations/#Night
"We cannot give up, we cannot give up, she kept repeating.",མོས་“ང་ཚོ་མུ་མཐུད་ནས་འཚོ་དགོས། ང་ཚོ་མུ་མཐུད་དུ་འཚོ་དགོས།” ཞེས་བསྐྱར་ནས་བརྗོད།,0.818382,NA,https://latse.org/108-translations/#Night
"People’s morale was not so bad: we were beginning to get used to the situation. There were those who even voiced optimism. The Germans were running out of time to expel us, they argued ... Tragically for those who had already been deported, it would be too late. As for us, chances were that we would be allowed to go on with our miserable little lives until the end of the war.",མི་རྣམས་ཀྱི་བློ་སྤོབས་ནི་དེ་ཙམ་ཞན་པོ་མི་འདུག ང་ཚོ་གནས་སྟངས་དེར་གོམས་འགོ་ཚུགས། ཁྲོམ་ལམ་དུ་ཁོ་ཚོས་ཐ་ན་སྣང་བ་སྐྱིད་པོའི་གླེང་མོལ་བྱེད། ཇར་མན་པ་རྣམས་ཀྱིས་ང་ཚོ་བྷ་ཤི་ལ་གནས་སྐྲོད་གཏོང་ལོང་ཡོད་པ་མ་རེད་ … ཟེར། དེ་དང་དུས་མཚུངས་སུ་གནས་ལས་བསྐྲད་པ་ཚོ་ཡིད་ལ་འཁོར་ཏེ། དེ་ཚོ་ནི་ཧ་ཅང་སྟབས་ཉེས་དང་། ད་ནི་བྱ་རྒྱུ་ཅི་ཡང་མེད་པར་སེམས་ཁྲལ་བྱེད། ཡིན་ནའང་ཉམ་ཐག་གི་སེམས་ཅན་ང་ཚོ་དམག་འདི་མཇུག་མ་བསྒྲིལ་བར་ཕལ་ཆེར་ང་ཚོ་འདིར་སྡོད་དུ་འཇུག་པར་བསམས།,0.942153,NA,https://latse.org/108-translations/#Night
"The ghetto was not guarded. One could enter and leave as one pleased. Maria, our former maid, came to see us. Sobbing, she begged us to come with her to her village where she had prepared a safe shelter.",དབུལ་སྒར་འདི་ལྟ་སྲུང་གིས་བསྡམས་མེད། སུ་ཡིན་ཡང་རང་འདོད་ལྟར་ཕྱིར་འགྲོ་ཆོག་ལ་ནང་ལ་ཡོང་ཆོག ང་ཚོའི་གཡོག་མོ་རྙིང་བ་མར་ཐ་ང་ཚོར་ལྟ་རུ་ཡོང་། མོ་སྐྱོ་ནས་ངུས་ཤིང་ང་ཚོར་མོའི་གྲོང་ཚོར་འགྲོ་རྒྱུའི་ཞུ་བ་འཐེན། དེར་ང་ཚོར་བདེ་འཇགས་ཀྱི་སྐུང་གནས་ཤིག་སྤྲོད་ཐུབ་ཟེར། ངའི་ཨ་ཕས་གཏམ་དེར་ཉན་འདོད་མ་བྱས།,0.858126,NA,https://latse.org/108-translations/#Night
"My father wouldn’t hear of it. He told me and my big sisters,“If you wish, go there. I shall stay here with your mother and the little one .. .”",ཁོང་གིས་ང་དང་ངའི་སྲིང་མོ་ཆེ་བ་དག་ལ། “ཁྱོད་ཚོ་འགྲོ་འདོད་ན་འགྲོ་ཆོག ང་འདིར་ཁྱོད་ཚོའི་ཨ་མ་དང་བྱིས་པའི་མཉམ་དུ་སྡོད་དགོས་”ཟེར།,0.922787,NA,https://latse.org/108-translations/#Night
"Naturally, we refused to be separated.",ང་ཚོས་ཕ་མ་དང་ཁ་འབྲལ་རྒྱུ་ཁས་ལེན་མི་བྱེད་པ་ནི་སྨོས་མེད་ཡིན།,0.412745,NA,https://latse.org/108-translations/#Night
"Night. No one was praying for the night to pass quickly. The stars were but sparks of the immense conflagration that was consuming us. Were this conflagration to be extinguished one day, nothing would be left in the sky but extinct stars and unseeing eyes.",མཚན་མོར་སྨོན་ལམ་འདེབས་མཁན་མེད། མཚན་མོ་དེ་མགྱོགས་པོར་འདས། ནམ་མཁའི་སྐར་ཚོགས་ནི་ང་ཚོ་རྔམ་ཟ་བྱེད་པའི་མེ་ལྕེ་ཡི་མེ་སྟག་ཡིན། གལ་སྲིད་མ་འོངས་པའི་ཉིན་ཞིག་ལ་མི་དེ་ཤི་སོང་ན། ཤི་བའི་སྐར་ཚོགས་དང་། ཤི་བའི་མིག་རྣམས་མ་གཏོགས་ནམ་མཁར་ཅི་ཡང་མི་ལུས།,1.0855,NA,https://latse.org/108-translations/#Night
"There was nothing else to do but to go to bed, in the beds of those who had moved on. We needed to rest, to gather our strength.",འདིར་མལ་ས་སྟེ། མི་སྣང་བར་གྱུར་བའི་མི་རྣམས་ཀྱི་ཉལ་སར་ཉལ་བ་དང་། ངལ་གསོ་བ། ལུས་སྟོབས་གསོ་བ་མ་གཏོགས་ཅི་ཡང་བྱ་རྒྱུ་མེད།,1.0,NA,https://latse.org/108-translations/#Night
"At daybreak, the gloom had lifted. The mood was more confident. There were those who said:",ནམ་ལངས་སོང་། མི་རྣམས་ཀྱི་སྐྱོ་ཕམ་གྱི་རྣམ་འགྱུར་ཅི་ཡང་མཐོང་མི་ཐུབ། ང་ཚོར་ང་ཚོའི་གུང་གསེང་ལ་རོལ་བཞིན་པ་ལྟ་བུའི་ཚོར་སྣང་སྐྱེས། མི་རྣམས་ན་རེ།,0.773496,NA,https://latse.org/108-translations/#Night
"“Who knows, they may be sending us away for our own good. The front is getting closer, we shall soon hear the guns. And then surely the civilian population will be evacuated ...”",“སུས་ཀྱང་བཤད་དཀའ། གཅིག་བྱས་ན་ང་ཚོ་གནས་སྐྲོད་གཏོང་བ་ནི་ང་ཚོར་ཕན་པའི་ཆེད་དུ་ཡིན་རྒྱུ་རེད། གཡུལ་ས་དེ་ཧ་ཅང་ཐག་རིང་མིན། ང་ཚོས་མྱུར་དུ་མེ་མདའི་སྒྲ་གོ་ཡོང་རྒྱུ་རེད། དེ་དུས་མི་སེར་རྣམས་ཉེན་བྱོལ་དུ་མི་འགྲོ་རང་འགྲོ་ཡིན།”,0.836224,NA,https://latse.org/108-translations/#Night
“They worry lest we join the partisans ...”,“གཅིག་བྱས་ན། ང་ཚོས་འཇབ་དམག་ལ་རོགས་རམ་བྱེད་སྙམ་ནས་ཁོ་ཚོ་སྐྲག་གི་ཡོད་པ་རེད།”,0.818182,NA,https://latse.org/108-translations/#Night
"“As far as I’m concerned, this whole business of deportation is nothing but a big farce. Don’t laugh. They just want to steal our valuables and jewelry. They know that it has all been buried and that they will have to dig to find it; so much easier to do when the owners are on vacation ...”",“ངས་བལྟས་ན། གནས་སྐྲོད་ཀྱི་ལས་དོན་ཚང་མ་རྩེད་མཚར་ཞིག་ཁོ་ན་རེད། ཨོ། ངས་ཤེས་སོང་། ཁྱོད་མ་དགོད། བྷ་ཤི་བ་ཚོས་ང་ཚོའི་རིན་པོ་ཆེ་རྣམས་རྐུ་འདོད་པ་རེད། ཁོ་ཚོས་ང་ཚོས་རྒྱུ་ནོར་ས་འོག་ཏུ་སྦས་པ་ཤེས་ཡོད་སྟབས། ཁོ་ཚོས་དེ་དག་འཚོལ་སྔོག་བྱེད་པར་འགྱུར། བདག་པོ་གུང་གསེང་དུ་ཡོད་སྐབས་ནི་དེ་ཧ་ཅང་སྟབས་བདེ་བོ་ཡིན་… .”,0.981927,NA,https://latse.org/108-translations/#Night
"On vacation! This kind of talk that nobody believed helped pass the time. The few days we spent here went by pleasantly enough, in relative calm. People rather got along. There no longer was any distinction between rich and poor, notables and the others; we were all people condemned to the same fate—still unknown.",ཇི་འདྲའི་གུང་གསེང་ཞིག སྣང་བ་སྐྱིད་པོའི་གཏམ་འདི་དག་ལ་ཡིད་ཆེས་བྱེད་མཁན་མེད་ཀྱང་དུས་འཁྱོལ་བ་ལ་ཕན། འདིར་བསྡད་པའི་ཉིན་ཤས་དེ་ཞི་འཇགས་ནང་དུ་སྤྲོ་བའི་ངང་འདས། མི་རྣམས་ཕན་ཚུན་ལ་མཐུན་ཞིང་འཆམ། འདིར་དབུལ་ཕྱུག་དང་། སྤྱི་ཚོགས་ཀྱི་ཁྱད་རིམ། གལ་ཆེ་ཆུང་གི་རྣམ་རྟོག་ཅི་ཡང་མེད། མི་ཚོའི་ལས་དབང་དེ་ད་ལྟའང་ཤེས་མེད་པའི་ཞལ་ལྕེ་གཅིག་མཚུངས་ཀྱི་འོག་བསྡད་ཡོད།,0.870238,NA,https://latse.org/108-translations/#Night
"Saturday, the day of rest, was the day chosen for our expulsion.",རེས་གཟའ་སྤེན་པ་ནི་ཉིན་མཐའ་མ་ཡིན་ལ། དེ་ནི་ང་ཚོ་གནས་སྐྲོད་ཀྱི་ཉིན་མོར་བདམས་ཚར་འདུག,0.525,NA,https://latse.org/108-translations/#Night
"The night before, we had sat down to the traditional Friday night meal. We had said the customary blessings over the bread and the wine and swallowed the food in silence. We sensed that we were gathered around the familial table for the last time. I spent that night going over memories and ideas and was unable to fall asleep.",དེའི་སྔ་དགོང་། ང་ཚོ་སྲོལ་རྒྱུན་གྱི་གཟའ་པ་སངས་ཀྱི་དགོང་ཚིགས་ཤིག་ལ་རོལ། ང་ཚོས་བག་ལེབ་དང་ཨ་རག་ལ་རྒྱུན་འདོན་གྱི་ཟས་མཆོད་བཟློས་ཤིང་ཚིག་གཅིག་གི་སྨྲ་བརྗོད་ཀྱང་མེད་པར་བཟའ་བཏུང་དག་ལྟོ་བར་བསྐྱལ། ང་ཚོས་ང་ཚོ་ནི་ཐེངས་མཐའ་མིའི་ཁྱིམ་མི་མཉམ་གནས་ཀྱི་ཅོག་ཙེའི་མཐར་འཛོམས་ཡོད་པ་ཚོར། ངས་མཚན་མོ་དེ་ངའི་སེམས་ལ་བསམ་བློ་སྣ་ཚོགས་དང་དྲན་སྣང་སྣ་ཚོགས་འཁོར་བཞིན་དུ་བསྐྱལ་སྟབས་གཉིད་ཁུག་ཐུབ་མ་སོང་།,0.643021,NA,https://latse.org/108-translations/#Night
"At dawn, we were in the street, ready to leave. This time, there were no Hungarian police. It had been agreed that the Jewish Council would handle everything by itself.",ཞོགས་ཀར་ང་ཚོ་སྲང་ལམ་ན་ཡོད་ཅིང་། འགྲོ་བའི་སྟ་གོན་ཡོངས་སུ་རྫོགས། ཐེངས་འདིར་འདི་གར་ཧང་གྷ་རིའི་ཉེན་རྟོག་པ་མེད། གྲོས་མཐུན་ཞིག་བཞག་ཡོད་དེ། དེ་ནི་ཇིའུ་པའི་སྐྱིད་སྡུག་ཚོགས་པ་རང་གིས་རང་མི་ཚང་མ་མགོ་འདོམས་བྱེད་དགོས་པ་དེ་ཡིན།,1.02046,NA,https://latse.org/108-translations/#Night
"Our convoy headed toward the main synagogue. The town seemed deserted. But behind the shutters, our friends of yesterday were probably waiting for the moment when they could loot our homes.",ང་ཚོའི་རུ་ཕྲེང་ཆོས་དགོན་གཙོ་བོ་དེའི་ཕྱོགས་སུ་བསྐྱོད། མཐོང་སྣང་ལ་གྲོང་བརྡལ་དེ་སྟོང་བར་གྱུར། ཡིན་ནའང་ཁ་སང་ང་ཚོའི་གྲོགས་པོ་དེ་རྣམས་ཕལ་ཆེར་ཤིང་སྒེའུ་ཡི་རྒྱབ་ཏུ་ང་ཚོའི་ཁང་བར་རྐུ་བྱེད་ཐུབ་པའི་གོ་སྐབས་ལ་སྒུག་ཡོད་ལས་ཆེ།,1.1875,NA,https://latse.org/108-translations/#Night
"The synagogue resembled a large railroad station: baggage and tears. The altar was shattered, the wall coverings shredded, the walls themselves bare. There were so many of us, we could hardly breathe. The twenty-four hours we spent there were horrendous. The men were downstairs, the women upstairs. It was Saturday—the Sabbath—and it was as though we were there to attend services. Forbidden to go outside, people relieved themselves in a corner.",ཆོས་དགོན་ཆེན་པོ་དེ་ནི་མེ་འཁོར་གྱི་འབབ་ཚིགས་ཆེན་པོ་ཞིག་དང་མཚུངས། ད་ལམ་ཆས་དང་མིག་ཆུས་གང་འདུག དེའི་མཆོད་ཁྲི་ཐོར་ཞིག་ཏུ་གྱུར་བ་དང་། རྩིག་རྒྱན་དག་རལ་ནས་ཐང་ལ་ལྷུང་སྟེ་རྩིག་ངོས་དག་གཅེར་བུར་བུད་འདུག ང་ཚོས་དེར་འཇིགས་སྣང་ཅན་གྱི་ཆུ་ཚོད་ཉེར་བཞི་བསྐྱལ། སྐྱེས་པ་ཚོ་ཁང་བརྩེགས་ཀྱི་འོག་ཤོད་དུ་ཡོད་ལ་སྐྱེས་མ་ཚོ་ཁང་བརྩེགས་དང་པོར་ཡོད། དེ་ཉིན་གཟའ་སྤེན་པ་ཡིན་པས་ང་ཚོ་སྨོན་ལམ་གྱི་མཛད་སྒོར་ཡོང་བ་དང་ཀུན་ནས་མཚུངས། མི་གཅིག་ཀྱང་ཕྱི་ལོགས་སུ་འགྲོ་མ་ཆོག་པ་ནས་བཟུང་། མི་ཚོས་རང་རང་ཡོད་སའི་གྲུ་ཟུར་དུ་གཅིན་པ་བཏང་།,0.739729,NA,https://latse.org/108-translations/#Night
"The next morning, we walked toward the station, where a convoy of cattle cars was waiting. The Hungarian police made us climb into the cars, eighty persons in each one. They handed us some bread, a few pails of water. They checked the bars on the windows to make sure they would not come loose. The cars were sealed. One person was placed in charge of every car: if someone managed to escape, that person would be shot.",ཕྱི་ཉིན་ཞོགས་ཀར་ང་ཚོ་འབབ་ཚིགས་སུ་གཤར་སྐྱོད་བྱས། དེར་དུད་འགྲོ་དབོར་འདྲེན་གྱི་མེ་འཁོར་བསྟར་ཕྲེང་ཞིག་གིས་ང་ཚོར་བསྒུགས་འདུག ཧང་གྷ་རིའི་ཉེན་རྟོག་པས་ང་ཚོ་དེའི་ནང་དུ་བཅུག ང་ཚོར་བག་ལེབ་འགའ་རེ་དང་འཐུང་ཆུ་ཟེའུ་འགའ་རེ་ལྷག་ཡོད། གྱན་སྒམ་གྱི་ལྕགས་དྲ་རྣམས་འཐོར་གོག་ཏུ་འགྲོ་གི་ཡོད་མེད་བརྟག་དཔྱད་བྱས། དེ་ནས་གྱན་སྒམ་དག་གི་སྒོ་འཛེར་མས་བསྡམས། གྱན་སྒམ་རེ་རེའི་ནང་དུ་མགོ་འདོམས་པ་རེ་བསྐོས། གལ་ཏེ་མི་སུ་ཞིག་བྲོས་ན་མི་དེས་མེ་མདའ་རྒྱག་གི་རེད།,1.01599,NA,https://latse.org/108-translations/#Night
"Two Gestapo officers strolled down the length of the platform. They were all smiles; all things considered, it had gone very smoothly.",གྷེ་སི་ཋ་ཕོ་གཉིས་མེ་འཁོར་སྒུག་སྟེགས་སྟེང་དུ་ཕར་འགྲོ་ཚུར་འོང་བྱེད་ཅིང་འཛུམ་དམུལ་བཞིན་ཡོད་པ་དེས་ཐམས་ཅད་ཚགས་ཚུད་པོ་བྱུང་ཞིང་། ཚང་མ་བདེ་བླག་ངང་གྲུབ་སོང་སྙམ་གྱི་ཡོད་པ་མཚོན།,0.705556,NA,https://latse.org/108-translations/#Night
A prolonged whistle pierced the air. The wheels began to grind. We were on our way.,ཤུག་ལུའི་སྒྲ་རིང་པོ་ཞིག་གིས་བར་སྣང་གཤགས། མེ་འཁོར་གྱི་འཁོར་ལོ་དག་འདྲིལ་བརྡར་གྱི་འགོ་ཚུགས། ང་ཚོ་རང་གི་ལམ་ལ་ཆས་སོ༎,0.691304,NA,https://latse.org/108-translations/#Night
"Lying down was not an option, nor could we all sit down. We decided to take turns sitting. There was little air. The lucky ones found themselves near a window; they could watch the blooming countryside flit by.",ཉལ་རྒྱུ་ནི་སྨོས་ཅི། ཐང་ལ་སྡོད་པ་ཙམ་ཡང་རེས་མོས་སྐོར་དགོས་བྱུང་། རླུང་ཧ་ཅང་ཕྲ་མོ་ཞིག་མ་གཏོགས་རྒྱུ་བར་མི་བྱེད། རླུང་རྟ་ཅན་རེ་ཟུང་སྒེའུ་ཁུང་ཁར་བསྡད་དེ་མེ་ཏོག་བཞད་བཞིན་པའི་ཡུལ་ལྗོངས་དེ་འཁྱུག་སེ་འགྲོ་བཞིན་པ་མཐོང་ཐུབ།,0.692529,NA,https://latse.org/108-translations/#Night
"After two days of travel, thirst became intolerable, as did the heat. Freed of normal constraints, some of the young let go of their inhibitions and, under cover of darkness, caressed one another, without any thought of others, alone in the world. The others pretended not to notice.",ཉིན་གཉིས་ཀྱི་འགྲུལ་སྐྱོད་ཀྱི་རྗེས་སུ། ང་ཚོར་སྐོམ་གདུང་གིས་མནར་འགོ་ཚུགས། དེ་ནས་ཚ་གདུང་བཟོད་གླགས་མེད་པར་གྱུར།,0.175884,NA,https://latse.org/108-translations/#Night
"There was still some food left. But we never ate enough to satisfy our hunger. Our principle was to economize, to save for tomorrow. Tomorrow could be worse yet.",སྤྱི་ཚོགས་ཀྱི་འཆིང་རྒྱ་ལས་ཡོངས་སུ་གྲོལ་བའི་གཞོན་སྐྱེས་ཕོ་མོ་དག་གིས་ངོ་ཚ་རིས་སུ་བོར་ནས་མུན་པའི་གོ་སྐབས་དང་བསྟུན་ནས་འདོད་ཆགས་ཀྱི་གླེང་མོལ་བྱེད། མི་གཞན་ལ་ཅི་ཡང་མི་སྙམ་པར་འཇིག་རྟེན་འདིར་ཁོ་ཚོ་གཅིག་པོ་མ་གཏོགས་མེད་པ་ལྟར་སྣང་། མི་གཞན་དག་གིས་ཚུལ་དེར་དོ་སྣང་ཅི་ཡང་མ་བྱུང་བའི་ཚུལ་སྟོན། ང་ཚོར་ད་དུང་བྲོ་ཁ་ཐུན་ཁ་ཤས་ལྷག་ཡོད། ཡིན་ནའང་ང་ཚོས་ལྟོགས་གདུང་སེལ་བ་ཞིག་ད་བར་ཟོས་མ་མྱོང་། གསོག་འཇོག་ནི་ང་ཚོའི་རྩ་དོན་ཡིན་ཏེ། སང་ཉིན་གྱི་ཆེད་ང་ཚོས་གསོག་འཇོག་བྱེད་དགོས། སང་ཉིན་ཇེ་སྡུག་ཏུ་འགྲོ་སྲིད།,1.11077,NA,https://latse.org/108-translations/#Night
"The train stopped in Kaschau, a small town on the Czechoslovakian border. We realized then that we were not staying in Hungary. Our eyes opened. Too late.",མེ་འཁོར་དེ་ཆེ་ཁོ་སི་ལོ་ཝ་ཀི་ཡའི་རྒྱལ་མཚམས་སུ་ཡོད་པའི་ཁ་ཤའོ་ཟེར་བའི་གྲོང་བརྡལ་ཆུང་ཆུང་དེར་བསྡད། ང་ཚོས་ང་ཚོ་ཧང་གྷ་རི་ལ་འཇོག་རྩིས་མེད་པ་དེ་ད་གཟོད་ཤེས། ང་ཚོའི་མིག་དག་ཕྱེས། ཡིན་ན་ཡང་འཕྱིས་དྲགས་འདུག,0.596406,NA,https://latse.org/108-translations/#Night
"The door of the car slid aside. A German officer stepped in accompanied by a Hungarian lieutenant, acting as his interpreter.",མེ་འཁོར་གྱན་སྒམ་གྱི་སྒོ་འདྲིལ་འབྱེད་བྱས། ཇར་མན་གྱི་ལས་བྱེད་ཅིག་ཧང་གྷ་རི་ཡ་བའི་དམག་དཔོན་སྐད་སྒྱུར་བ་ཞིག་ལྷན་ནང་དུ་ཡོང་ནས་ཁོ་རང་ཉིད་ངོ་སྤྲོད་བྱས།,1.02113,NA,https://latse.org/108-translations/#Night
"“From this moment on, you are under the authority of the German Army. Anyone who still owns gold, silver, or watches must hand them over now. Anyone who will be found to have kept any of these will be shot on the spot. Secondly, anyone who is ill should report to the hospital car. That’s all.”",“དུས་ད་ནས་བཟུང་། ཁྱོད་ཚོ་ཇར་མན་དམག་དཔུང་གི་དབང་འོག་ཏུ་སླེབས་པ་རེད། ད་ལྟ་ཡང་ཁྱོད་ཚོ་སུ་ཞིག་གིས་གསེར་དང་དངུལ། ཡང་ན་ཆུ་ཚོད་འཁོར་ལོ་ཉར་ཡོད་ན་དེ་དག་ད་ལྟ་རང་ཡར་སྤྲོད་དགོས། སུ་ཞིག་གིས་དངོས་ཆས་དེ་རིགས་ཉར་ཡོད་པ་རྗེས་སུ་ཤེས་ན་དེ་ག་རང་དུ་མེ་མདའ་རྒྱག་རྒྱུ་ཡིན། སུ་ཞིག་ལ་ན་ཚ་བྱུང་ན་དེ་སྨན་བཅོས་ཀྱི་གྱན་སྒམ་དུ་སོང་ཆོག ད་ལྟ་ཤེས་དགོས་པ་དེ་ཙམ་ཡིན།”,0.870714,NA,https://latse.org/108-translations/#Night
The Hungarian lieutenant went around with a basket and retrieved the last possessions from those who chose not to go on tasting the bitterness of fear.,ཧང་གྷ་རི་ཡའི་དམག་དཔོན་དེས་དྲ་ཕད་ཅིག་ཁྱེར་ནས་ང་ཚོའི་ཁྲོད་དུ་ཡོང་སྟེ། འཇིགས་དངངས་ཀྱི་བྲོ་བ་མུ་མཐུད་མྱོང་འདོད་མེད་པ་རྣམས་ལས་ཅ་དངོས་རྩ་ཆེན་མཐའ་མ་དག་བསྡུས།,0.657705,NA,https://latse.org/108-translations/#Night
"“There are eighty of you in the car,” the German officer added. “If anyone goes missing, you will all be shot, like dogs.”",“གྱན་སྒམ་འདིར་ཁྱོད་ཚོ་མི་གྲངས་བརྒྱད་ཅུ་ཡོད། གལ་ཏེ་སུ་ཞིག་བོར་སོང་ན། ཁྱོད་ཚོ་ཚང་མ་ལ་ཁྱི་བཞིན་དུ་མེ་མདའ་རྒྱག་རྒྱུ་ཡིན།” ཞེས་ཇར་མན་གྱི་ལས་བྱེད་པ་དེས་སྣོན་བཤད་བྱས།,0.831233,NA,https://latse.org/108-translations/#Night
"The two disappeared. The doors clanked shut. We had fallen into the trap, up to our necks. The doors were nailed, the way back irrevocably cut off. The world had become a hermetically sealed cattle car.",ཁོང་ཚོ་མི་སྣང་བར་གྱུར། སྒོ་བསྡམས། ང་ཚོ་མཇིང་བའི་མཚམས་ནས་རྙི་ལ་ཚུད། སྒོ་རྣམས་འཛེར་མས་འཛེར། ཕྱིར་འབུད་པའི་ལམ་རྩ་བ་ནས་བཅད། འཇིག་རྟེན་ནི་སྒོ་ཟོག་དབོར་སྒམ་ཞིག་ཏུ་གྱུར་ཅིང་དེ་ཡང་དམ་པོར་བསྡམས།,0.93539,NA,https://latse.org/108-translations/#Night
"There was a woman among us, a certain Mrs. Schächter. She was in her fifties and her ten-year-old son was with her, crouched in a corner. Her husband and two older sons had been deported with the first transport, by mistake. The separation had totally shattered her.",ང་ཚོའི་མཉམ་དུ་ཨ་ལྕེ་ཤག་ཐེར་ཟེར་བའི་བུད་མེད་ཅིག་ཡོད། མོ་ལོ་ལྔ་བཅུ་ཙམ་ལ་སོན་ཡོད། མོའི་བུ་ལོ་ན་བཅུར་སོན་པ་ཞིག་མོ་མཉམ་དུ་ཡོད་ཅིང་གྲུ་ཟུར་ཞིག་ན་འཁུམས་ཏེ་ཙོག་འདུག མོའི་ཁྱོ་ག་དང་བུ་ཆེ་བ་གཉིས་འགྲུལ་སྐྱོད་དང་བོའི་གྲས་སུ་ནོར་ནས་ཁྲིད་ཚར། བཟའ་མི་ཁ་བྲལ་དུ་སོང་བ་དེས་མོའི་སེམས་ཁམས་རྩ་བ་ནས་འཁྲུགས་པར་གྱུར།།,0.845948,NA,https://latse.org/108-translations/#Night
"I knew her well. A quiet, tense woman with piercing eyes, she had been a frequent guest in our house. Her husband was a pious man who spent most of his days and nights in the house of study. It was she who supported the family.",ང་མོ་ལ་ཧ་ཅང་རྒྱུས་ཡོད་ཡིན། མོ་སྨྲ་བ་ཉུང་ལ་འཛེམ་བག་ཅན་ཞིག་དང་། མིག་ཟུང་ལ་འོད་འཚེར་བ། རྟག་པར་ངེད་ཚང་ལ་ཡོང་མཁན་ཞིག་ཡིན། མོའི་ཁྱོ་ག་ནི་རང་རྒྱུད་དད་པས་བརླན་ཞིང་། ཉིན་མཚན་ཀུན་ཏུ་ཐོས་བསམ་ཁོ་ན་གཉེར། མོས་རང་ཁྱིམ་གྱི་འཚོ་ཐབས་སྦྱོར།,1.0236,NA,https://latse.org/108-translations/#Night
"Mrs. Schächter had lost her mind. On the first day of the journey, she had already begun to moan. She kept asking why she had been separated from her family. Later, her sobs and screams became hysterical.",ཨ་ལྕེ་ཤག་ཐེར་གྱི་སེམས་ཁམས་ཡོངས་སུ་འཁྲུགས། འགྲུལ་སྐྱོད་ཉིན་དང་བོ་ནས་མོས་ངུད་མོ་བྱེད་ཅིང་། ཅིའི་ཕྱིར་མོའི་ཁྱིམ་མི་ཁ་ཐོར་ལ་སོང་བ་ཡིན་ནམ་ཞེས་ཡང་ཡང་འདྲི། དུས་ཚོད་རིམ་སོང་དང་བསྟུན་མོའི་ངུ་སྐད་རང་དབང་མེད་པར་ཇེ་མཐོར་གྱུར།,0.964793,NA,https://latse.org/108-translations/#Night
"On the third night, as we were sleeping, some of us sitting, huddled against each other, some of us standing, a piercing cry broke the silence:",མཚན་མོ་གསུམ་པར་ང་ཚོ་གཉིད་ཚར་བ་དང་། ང་ཚོ་ཁ་ཤས་ཤིག་གཅིག་ལུས་གཅིག་ལ་བསྙེས་ཏེ་ཐང་ལ་བསྡད་ཡོད་པ་དང་། འགའ་རེ་འགྲེངས་ནས་བསྡད་ཡོད་སྐབས། རྣ་ལ་ཟུག་པའི་ཆོ་ངེ་ཞིག་གིས་ཁུ་སིམ་མེར་ཡོད་པ་དེ་གཏོར།,1.05531,NA,https://latse.org/108-translations/#Night
“Fire! I see a fire! I see a fire!”,“མེ། ངས་མེ་ཞིག་མཐོང་གི་འདུག ངས་མེ་ཞིག་མཐོང་ཐུབ་གི་འདུག”,1.01071,NA,https://latse.org/108-translations/#Night
"There was a moment of panic. Who had screamed? It was Mrs. Schächter. Standing in the middle of the car, in the faint light filtering through the windows, she looked like a withered tree in a field of wheat. She was howling, pointing through the window:",དར་ཅིག་ལ་འཚབ་སྣང་ཞིག་བྱུང་། ཆོ་ངེ་འདོན་མཁན་དེ་སུ་ཡིན་ནམ། དེ་ནི་ཨ་ལྕེ་ཤག་ཐེར་རེད། མོ་གྱན་སྒམ་དཀྱིལ་དུ་སྒེའུ་ཁུང་ལས་ཡོང་བའི་དཀར་འོད་ཅིག་ཡོད་པ་དེར་འགྲེངས་འདུག་ཅིང་། ལོ་ཏོག་གི་ཞིང་དཀྱིལ་དུ་སྐམ་པོར་གྱུར་བའི་ཤིང་སྡོང་ཞིག་དང་མཚུངས། མོས་ལག་པ་སྒེའུ་ཁུང་སར་བརྐྱངས་ཏེ།,0.984689,NA,https://latse.org/108-translations/#Night
“Look! Look at this fire! This terrible fire! Have mercy on me!”,“ལྟོས་དང་ཕ་གིར་ལྟོས་དང་། མེ། འཇིགས་སུ་རུང་བའི་མེ་ཞིག དཀོན་མཆོག་མཁྱེན། མེ་དེ་འཇིགས་སུ་རུང་བ་ལ་”ཞེས་ཆོ་ངེ་འདོན།,1.88363,NA,https://latse.org/108-translations/#Night
Some pressed against the bars to see. There was nothing. Only the darkness of night.,སྐྱེས་པ་འགའ་ཞིག་ལྕགས་དྲ་ཅན་གྱི་སྒེའུ་ཁུང་ཁར་འཚངས། དེར་མུན་པ་མ་གཏོགས་ཅི་ཡང་མཐོང་བར་མ་གྱུར།,0.676501,NA,https://latse.org/108-translations/#Night
