source,target,score,source_url,target_url
Nous étions arrivés à la porte du cimetière; je remerciai de nouveau le jardinier en lui mettant quelques pièces de monnaie dans la main et je me rendis à l'adresse qu'il m'avait donnée.,ང་ཚོ་དུར་ཁྲོད་ཀྱི་རྒྱལ་སྒོའི་མཚམས་སུ་སླེབས། ངས་ལྡུམ་རའི་ལས་མི་དེར་སླར་ཡང་བཀའ་དྲིན་ཆེ་ཞུས་ཏེ་ཁོ་པའི་ལག་ཏུ་དངུལ་སྒོར་འགའ་བཞག ང་ལྡུམ་རའི་ལས་མི་དེས་སྤྲད་པའི་ཁ་བྱང་དེ་བཙལ་ནས་སོང་།,0.51129,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
Armand n'était pas de retour.,ཨར་མོནད་ཕྱིར་སླེབས་མི་འདུག,0.717033,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"Je laissai un mot chez lui, le priant de me venir voir dès son arrivée, ou de me faire dire où je pourrais le trouver.",ངས་ཁོ་པ་ཕྱིར་འཁོར་མཚམས་སུ་ང་ལ་ཐུག་ཏུ་ཤོག དེ་མིན་ང་ཁོ་པར་གང་དུ་ཐུག་དགོས་མིན་གྱི་བརྡ་ཞིག་ཐོངས་ཞེས་སྐད་འཕྲིན་ཞིག་བཞག,0.446897,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"Le lendemain, au matin, je reçus une lettre de Duval, qui m'informait de son retour, et me priait de passer chez lui, ajoutant qu'épuisé de fatigue, il lui était impossible de sortir.",ཕྱི་ཉིན་ཞོགས་པར་སྐུ་ཞབས་ཌུ་ཧྥལ་གྱིས་ང་ཕྱིར་སླེབས་ཡོད།,0.0801075,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
Chapitre VI,ཁོ་པ་ངལ་དུབ་དང་ནད་མནར་གྱི་དབང་གིས་ཁྱིམ་ནས་ཕྱི་ལ་ཐོན་དཀའ། ང་ཁོ་པར་ཐུག་ཏུ་ཤོག་ཅེས་འཁོད་པའི་འཕྲིན་ཡིག་ཅིག་འཕྲོད་དོ། ། ལེའུ་དྲུག་པ།,1.24545,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
Je trouvai Armand dans son lit.,༄༅།། ང་སོང་དུས་ཨར་མོནད་ཉལ་སར་འདུག ཁོ་པས་ང་མཐོང་མ་ཐག་ཏུ་ཚ་བས་སྲེག་པའི་ལག་པ་དེ་བསྲིངས།,0.141346,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"En me voyant, il me tendit sa main brûlante. —Vous avez la fièvre, lui dis-je.",ངས་ཁོ་པར་“ཁྱོད་ལ་ཚ་བ་འཕར་འདུག” ལབ་པ་ཡིན།,0.175862,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"—Ce ne sera rien, la fatigue d'un voyage rapide, voilà tout.",“དེས་ཅང་མི་སྐྱོན། ང་འགྲུལ་བཞུད་བྱས་ནས་ངལ་དུབ་ཀྱིས་མནར་པ་ཙམ་རེད།”,0.617647,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Vous venez de chez la sœur de Marguerite?,“ཁྱོད་མར་གྷར་རི་ཋིའི་གཅེན་མོའི་ས་ནས་ཡོང་བ་ཡིན་ནམ།”,0.175,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"—Oui, qui vous l'a dit?",“ཡིན། ཁྱོད་ལ་སུས་བཤད་སོང་།”,0.48,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"—Je le sais, et vous avez obtenu ce que vous vouliez?",“ངས་ཁྱོད་འགྲོ་དོན་ཐམས་ཅད་ཤེས་སོང་། ཁྱོད་ཀྱི་ལས་དོན་དེ་འགྲུབ་སོང་ངམ།”,0.343831,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Oui encore; mais qui vous a informé du voyage et du but que j'avais en le faisant?,“གྲུབ་སོང་། ཡིན་ནའང་ཁྱོད་ལ་ང་འགྲུལ་བཞུད་བྱས་པ་དང་འགྲུལ་བཞུད་བྱ་དོན་རྣམས་སུས་བཤད་སོང་”ཞེས་བསྐྱར་དུ་དྲིས།,0.591176,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Le jardinier du cimetière.,“དུར་ཁྲོད་ཀྱི་ལྡུམ་རའི་ལས་མི་དེས་བཤད་བྱུང་།”,0.56,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Vous avez vu la tombe?,“ཁྱོད་ཀྱིས་དུར་ས་མཐོང་སོང་ངམ།”,0.992143,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"C'est à peine si j'osais répondre, car le ton de cette phrase me prouvait que celui qui me l'avait dite était toujours en proie à l'émotion dont j'avais été le témoin, et que chaque fois que sa pensée ou la parole d'un autre le reporterait sur ce douloureux sujet, pendant longtemps encore cette émotion trahirait sa volonté.",ཁོ་པས་སྐད་ཆ་དྲིས་པའི་སྐད་གདངས་ལ་མཉན་ན་ངས་དེ་ལ་ལན་འདེབས་མི་ཕོད། ཨར་མོནད་ཀྱི་སྐད་གདངས་ནི་སྔོན་ཆད་ང་ལ་ཐུག་དུས་སེམས་སྡུག་དྲག་པོ་མྱོང་གི་ཡོད་པའི་སྐད་གདངས་དེ་རེད།,0.0420382,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
Je me contentai donc de répondre par un signe de tête.,ཁོ་ལ་ཁ་བརྡ་དང་ཕྱིར་དྲན་གང་ཞིག་གིས་སྐྱོ་གདུང་ཅན་གྱི་བྱུང་བ་དེ་དྲན་སློང་བྱས་ན་ཨར་མོནད་སླར་ཡང་དུས་ཡུན་རིང་པོ་ཞིག་ལ་སྡུག་བསྔལ་དྲག་པོས་གནོན་རྒྱུ་ཡིན་པ་གདོན་མི་ཟ། དེར་བརྟེན་ངས་ཁོ་ལ་མགོ་ལྕོག་ཙམ་བྱས་ནས་ལན་ཞིག་བཏབ་སྟེ་འཐུས་པར་བྱས།,0.166667,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Il en a eu bien soin? continua Armand.,ཨར་མོནད་ཀྱིས་“མི་དེས་བདག་གཅེས་ཡག་པོ་བྱས་འདུག་གམ།”,0.418182,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
Deux grosses larmes roulèrent sur les joues du malade qui détourna la tête pour me les cacher. J'eus l'air de ne pas les voir et j'essayai de changer la conversation.,ཞེས་ང་ལ་དྲིས།,0.177273,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Voilà trois semaines que vous êtes parti? lui dis-je.,ཁོ་པའི་མཁུར་ཚོས་སྟེང་དུ་མིག་ཆུ་རྡོག་པོ་ཆེན་པོ་རེ་ལྷུང་། ཨར་མོནད་ཀྱིས་མིག་ཆུ་དེ་དག་སྦ་ཐབས་སུ་མགོ་བོ་ཕར་གཅུས་ཏེ་ང་ལ་གཡོལ། ངས་ཀྱང་མིག་ཆུ་དེ་དག་མ་མཐོང་ཁུལ་བྱས་ནས་ཁ་བརྡའི་བརྗོད་གཞི་བསྒྱུར། ངས་ཁོ་ལ་“ཁྱོད་སོང་ནས་བདུན་ཕྲག་གསུམ་འགོར་སོང་མོད།”,0.530851,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
Armand passa la main sur ses yeux et me répondit: —Trois semaines juste. —Votre voyage a été long.,ལབ་པ་ཡིན། ཨར་མོནད་ཀྱི་ལག་པས་མིག་ཆུ་འབྱིད་ཞོར་དུ་“བདུན་ཕྲག་གསུམ་ཏག་ཏག་རེད།” “ཁྱོད་ཀྱི་འགྲུལ་བཞུད་དུས་ཡུན་རིང་པོ་བྱུང་སོང་།”,0.802597,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"—Oh! je n'ai pas toujours voyagé, j'ai été malade quinze jours, sans quoi je fusse revenu depuis longtemps; mais, à peine arrivé là-bas, la fièvre m'a pris, et j'ai été forcé de garder la chambre.",“ང་འགྲུལ་བཞུད་རྐྱང་རྐྱང་བྱས་མེད། ང་ཉི་མ་བཅོ་ལྔར་ནད་ཀྱིས་བཏབ། དེ་མིན་ན་ང་སྔ་མོ་ནས་ཕྱིར་འཁོར་ཚར་ཡོད། ང་དེ་ཕྱོགས་སུ་སླེབས་མ་ཐག་ཏུ་རིམས་ཚད་ཅིག་ཕོག་སྟེ་ཉལ་སར་ལྷུང་སོང་།”,0.562986,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Et vous êtes reparti sans être bien guéri?,“ཁྱོད་མ་དྲག་གོང་དུ་ཕྱིར་ལོག་བྱས་འདུག་ག”,0.275676,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"—Si j'étais resté huit jours de plus dans ce pays, j'y serais mort.",“གལ་སྲིད་ང་གྲོང་གསེབ་དེར་ཉི་མ་བརྒྱད་ལས་མང་བ་བསྡད་ཡོད་ན་ང་ཤི་ཚར་ཡོད།”,0.230357,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"—Mais maintenant que vous voilà de retour, il faut vous soigner; vos amis viendront vous voir. Moi, tout le premier, si vous me le permettez.",“ད་ནི་ཁྱོད་ཕྱིར་འཁོར་ཚར་པ་རེད། ཁྱོད་ཀྱིས་རང་གི་ལུས་ཁམས་ལ་གཅེས་སྤྲས་བྱ་དགོས། ཁྱོད་ཀྱི་གྲོགས་པ་ཚོ་ཁྱོད་ལ་ཐུག་ཏུ་ཡོང་གི་རེད། གལ་སྲིད་ཁྱོད་ཀྱིས་ང་གྲོགས་པོ་ཞིག་ལ་བརྩི་ན་ང་ཐོག་མར་སླེབས་ཡོད།”,0.598411,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Dans deux heures je me lèverai.,“ང་ཆུ་ཚོད་གཉིས་ཀྱི་རྗེས་སུ་ཡར་ལང་ཐུབ།”,0.932143,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Quelle imprudence!,“ཅི་ཟེར། གླེན་རྟགས་མ་སྟོན།”,0.907895,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Il le faut. —Qu'avez-vous donc à faire de si pressé?,“ང་ངེས་པར་དུ་ལང་དགོས་ཡོད།” “ཁྱོད་ལ་དེ་འདྲའི་ཛ་དྲག་ཅི་ཞིག་བསྒྲུབ་རྒྱུ་ཡོད།”,0.188571,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Il faut que j'aille chez le commissaire de police.,“ང་ངེས་པར་དུ་ཉེན་རྟོག་པའི་གཙོ་སྤྱི་ལ་ཐུག་ཏུ་འགྲོ་དགོས།”,0.218182,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Pourquoi ne chargez-vous pas quelqu'un de cette mission qui peut vous rendre plus malade encore?,“ཁྱོད་ཀྱིས་མི་གཞན་ཞིག་བཏང་ནས་བྱ་བ་དེ་བསྒྲུབ་ཏུ་བཅུག་ན་མི་ཆོག་གམ། ཁྱོད་སོང་ན་སླར་ཡང་ནད་གཞི་ཇེ་སྡུག་ཏུ་འགྲོ་རུ་འཇུག་རྒྱུ་ཉག་ཅིག་རེད།”,0.305042,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"—C'est la seule chose qui puisse me guérir. Il faut que je la voie. Depuis que j'ai appris sa mort, et surtout depuis que j'ai vu sa tombe, je ne dors plus. Je ne peux pas me figurer que cette femme que j'ai quittée si jeune et si belle est morte. Il faut que je m'en assure par moi-même. Il faut que je voie ce que Dieu a fait de cet être que j'ai tant aimé, et peut-être le dégoût du spectacle remplacera-t-il le désespoir du souvenir; vous m'accompagnerez, n'est-ce pas... si cela ne vous ennuie pas trop?",“འདི་ནི་ང་དྲག་ཐབས་འབའ་ཞིག་ཡིན། ངས་ཁོ་མོར་ངེས་པར་དུ་བལྟ་དགོས་ཀྱི་འདུག ངས་ཁོ་མོ་གྲོངས་པ་ཐོས་པ་དང་ཁོ་མོའི་དུར་ས་མཐོང་བའི་རྗེས་སུ་ང་གཉིད་མི་ཁུག ངས་བསྐྱུར་ནས་སོང་བའི་བུད་མེད་མཛེས་མ་དང་དེ་འདྲའི་ན་གཞོན་ཞིག་ལྔ་ལམ་དུ་ཕྱིན་པར་ང་ཡིད་མི་ཆེས། ངས་ཁོ་མོ་གྲོངས་ཡོད་པ་དངོས་སུ་མཐོང་དགོས་ཀྱིན་འདུག ང་ཤིན་ཏུ་དགའ་སའི་བུ་མོ་དེར་དཀོན་མཆོག་གིས་ཅི་ཞིག་བྱས་ཡོད་མེད་ང་ལ་མཐོང་འདོད་ཡོད། གཅིག་བྱས་ན་ཁོ་མོའི་ལྟ་ན་མི་སྡུག་པའི་ཕུང་པོ་དེས་ངའི་ཡིད་ཀྱི་དྲན་སྣང་དེ་བསྒྱུར་སྲིད། གལ་སྲིད་ཁྱོད་ལ་འོ་བརྒྱལ་མེད་ན་ཁྱོད་ངའི་མཉམ་དུ་ཤོག ཁྱོད་ཡོང་རྒྱུ་ཡིན་ནམ།”,0.550052,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"—Que vous a dit sa sœur? —Rien. Elle a paru fort étonnée qu'un étranger voulût acheter un terrain et faire faire une tombe à Marguerite, et elle m'a signé tout de suite l'autorisation que je lui demandais.",“ཁྱོད་ཀྱིས་ཁོ་མོའི་གཅེན་མོར་ཅི་ཞིག་བཤད་པ་ཡིན།” “ཅི་ཡང་བཤད་མེད། མི་ཆ་མེད་ཅིག་གིས་མར་གྷར་རི་ཋིར་དུར་ས་ཞིག་ཉོས་ནས་བང་སོ་བརྩིག་རྒྱུ་ཡིན་ཟེར་པ་ཐོས་དུས་ཁོ་མོ་ཡ་མཚན་སོང་། ཡིན་ནའང་ངས་ཆོག་མཆན་ཞུས་པ་དེར་ཁོ་མོས་འཕྲལ་དུ་མིང་རྟགས་བཀོད་སོང་།”,0.643816,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"—Croyez-moi, attendez pour cette translation que vous soyez bien guéri.",“ངའི་ཁ་ལ་ཉོན། ཁྱོད་རྦད་དེ་མ་དྲག་བར་དུ་བྱ་བ་འདི་ཕར་འགྱངས་བྱོས།”,0.761538,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"—Oh! Je serai fort, soyez tranquille. D'ailleurs je deviendrais fou, si je n'en finissais au plus vite avec cette résolution dont l'accomplissement est devenu un besoin de ma douleur. Je vous jure que je ne puis être calme que lorsque j'aurai vu Marguerite. C'est peut-être une soif de la fièvre qui me brûle, un rêve de mes insomnies, un résultat de mon délire; mais dussé-je me faire trappiste, comme M. de Rancé, après avoir vu, je verrai.",“འོ་ཡ། ང་ལ་ཅི་ཡང་མི་སྐྱོན། སེམས་ཁྲལ་མི་དགོས། གང་ལྟར་ངས་སེམས་ཐག་བཅད་པའི་བྱ་བ་འདི་བསྒྲུབ་མ་ཚར་ན་ང་སྨྱོ་ས་རེད། ང་སེམས་སྡུག་གིས་སྡོད་བཟོད་མེད་པར་གྱུར་ཡོད། ངས་ཁྱོད་ལ་མནའ་སྐྱེལ་ཆོག ངས་མར་གྷར་རི་ཋི་མིག་གིས་མཐོང་བའི་རྗེས་སུ་ང་སྔར་བཞིན་ལྷོད་ལ་འབབ། གཅིག་བྱས་ན་ང་ལ་ཁོ་མོ་མིག་གིས་མཐོང་འདོད་ཀྱི་གདུང་ཤུགས་དྲག་པོ་དེས་ཚ་ནད་དང་གཉིད་མི་ཁུག་པ། ཚ་འཁྲུལ་བཅས་འབྱུང་དུ་འཇུག་གི་ཡོད་སྲིད། ངས་ཁོ་མོ་མཐོང་བའི་རྗེས་སུ་ང་ཋི་རབ་སི་ཋིའི་ལུགས་ཀྱི་ཡེ་ཤུའི་བཙུན་པ་རན་སེ་ལྟ་བུ་ཞིག་ལ་འགྱུར་སྲིད། ཡིན་ནའང་ང་ལ་ཁོ་མོ་མཐོང་འདོད་ཡོད།”,0.887676,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"—Je comprends cela, dis-je à Armand, et je suis tout à vous; avez-vous vu Julie Duprat?",ངས་ཨར་མོནད་ལ་“དེ་ངས་ཤེས་རྟོགས་ཐུབ། ང་ལ་ཁྱོད་ཀྱིས་ཅི་ཞིག་སྒྲུབས་ལབ་ཀྱང་ངས་སྒྲུབ་ཆོག ཁྱོད་ཇུ་ལེ་ཌུབ་ཕ་ར་ལ་ཐུག་སོང་ངམ།”,0.690607,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Oui. Oh! je l'ai vue le jour même de mon premier retour.,“ཐུག་སོང་། ང་ཕྱིར་འབྱོར་པའི་ཉི་མ་དེ་ཉིད་ལ་ཁོ་མོར་ཐུག་སོང་།”,0.592021,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Vous a-t-elle remis les papiers que Marguerite lui avait laissés pour vous?,“མར་གྷར་རི་ཋིས་བཅོལ་པའི་ཡིག་ཆ་དེ་དག་ཁྱོད་ལ་སྤྲད་སོང་ངམ།”,0.252632,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Les voici.,“དེ་ཚོ་འདིར་ཡོད།”,0.109091,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"Armand tira un rouleau de dessous son oreiller, et l'y replaça immédiatement.",ཨར་མོནད་ཀྱིས་སྔས་འོག་ནས་ཡིག་ཆ་བསྡམས་དྲིལ་ཞིག་བླངས་ནས་ང་ལ་བསྟན་ཙམ་བྱས་ནས་འཕྲལ་དུ་ཕྱིར་བཞག་སོང་།,0.351097,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"—Je sais par cœur ce que ces papiers renferment, me dit-il. Depuis trois semaines je les ai relus dix fois par jour. Vous les lirez aussi, mais plus tard, quand je serai plus calme et quand je pourrai vous faire comprendre tout ce que cette confession révèle de cœur et d'amour. Pour le moment, j'ai un service à réclamer de vous.",ཁོ་པས་ང་ལ་“ཤོག་གུ་དེ་དག་གི་ནང་དུ་ཅི་ཞིག་འཁོད་ཡོད་པ་ངས་བློ་ནས་སྐྱོར་ཐུབ་”ཟེར། “བདུན་ཕྲག་གསུམ་གྱི་རིང་ལ་ངས་ཡིག་ཆ་དེ་དག་ཉི་མ་རེར་ཐེངས་བཅུ་རེ་བཀླགས། ཁྱོད་ཀྱིས་ཀྱང་བཀླག་ཆོག ཡིན་ནའང་རྗེས་སུ་ང་ལྷོད་ལ་བབས་དུས་དང་ངས་ཁྱོད་ལ་ཁོ་མོའི་ལྷད་མེད་ཀྱི་སེམས་པ་དང་བརྩེ་དུང་མཚོན་པའི་མཐོལ་བཤགས་ཀྱི་འཕྲིན་ཡིག་འདིར་འགྲེལ་བཤད་བརྒྱབ་ནས་ཐམས་ཅད་ཤེས་ཐུབ་པ་ཞིག་བཤད་ཐུབ་དུས་བཀླག ད་ལྟ་ངས་ཁྱོད་ལ་རེ་བ་ཞིག་ཞུ་རྒྱུ་ཡོད།”,0.472219,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Lequel?,“ཅི་ཞིག་ཡིན་ནམ།”,0.0333333,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Vous avez une voiture en bas?,“ཁྱོད་ལ་སྒོ་འགྲམ་དེར་ཤིང་རྟ་འཁོར་ལོ་ཞིག་ཡོད་དམ།”,0.409615,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
—Oui.,“ཡོད།”,0.25,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"—Eh bien, voulez-vous prendre mon passeport et aller demander à la poste restante s'il y a des lettres pour moi? Mon père et ma sœur ont dû m'écrire à Paris, et je suis parti avec une telle précipitation que je n'ai pas pris le temps de m'en informer avant mon départ. Lorsque vous reviendrez, nous irons ensemble prévenir le commissaire de police de la cérémonie de demain.",“ཁྱོད་ཀྱིས་ངའི་པ་སི་འཁྱེར་ནས་སྦྲག་ཁང་ལ་སོང་སྟེ་ང་ལ་འཕྲིན་ཡིག་འདྲ་འབྱོར་ཡོད་མེད་འདྲི་ཐུབ་བམ། ངའི་ཨ་ཕ་དང་སྲིང་མོས་ང་ལ་རྒྱལ་ས་པ་རི་སི་རུ་འཕྲིན་ཡིག་སྤྲིངས་ཡོད་ངེས་རེད།,0.254268,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"Armand me remit son passeport, et je me rendis rue Jean-Jacques Rousseau. Il y avait deux lettres au nom de Duval, je les pris et je revins.",ང་བྲེལ་འཚུབ་ཀྱི་ངང་དུ་འགྲོ་དགོས་བྱུང་བས་མ་སོང་གོང་དུ་ཡི་གེ་ཡོད་མེད་བལྟ་རུ་འགྲོ་ལོང་བྱུང་མ་སོང་། ཁྱོད་ཕྱིར་སླེབས་པ་དང་ངེད་གཉིས་ཉེན་རྟོག་གཙོ་སྤྱི་ལ་སང་ཉིན་བྱ་བ་ཞིག་བསྒྲུབ་རྒྱུའི་བརྡ་གཏོང་དུ་འགྲོ།” ཨར་མོནད་ཀྱིས་ང་ལ་ཁོ་པའི་ལག་འཁྱེར་སྤྲད། ང་བཞན་བཞག་རུ་སོ་སྲང་ལམ་གྱི་སྦྲག་ཁང་དུ་སོང་བས་ཌུ་ཧྥལ་ལ་འཕྲིན་ཡིག་གཉིས་འདུག ངས་འཕྲིན་ཡིག་དེ་དག་བླངས་ནས་ཕྱིར་སླེབས།,0.149191,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"Quand je reparus, Armand était tout habillé et prêt à sortir. —Merci, me dit-il en prenant ses lettres. Oui, ajouta-t-il après avoir regardé les adresses, oui, c'est de mon père et de ma sœur. Ils ont dû ne rien comprendre à mon silence.",ང་ཕྱིར་ཡོང་དུས་ཨར་མོནད་ཀྱིས་གྱོན་ཆས་གོན་ནས་འགྲོ་ཆོག་ཆོག་བྱས་འདུག ཁོ་པས་འཕྲིན་ཡིག་དེ་དག་ལེན་ཞོར་དུ་ང་ལ་“བཀའ་དྲིན་ཆེ།” ཟེར། ཁོ་པས་ཁ་བྱང་ལ་བལྟས་ནས་“རེད། ངའི་ཨ་ཕ་དང་སྲིང་མོའི་འཕྲིན་ཡིག་རེད། ང་ལ་གོ་ཐོས་ཅི་ཡང་མེད་པས་ཁོ་ཚོ་སེམས་ཁྲལ་བྱུང་ཡོད་རྒྱུ་རེད།”,0.468103,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"Il ouvrit les lettres, et les devina plutôt qu'il ne les lut, car elles étaient de quatre pages chacune, et au bout d'un instant il les avait repliées.",ཁོ་པས་འཕྲིན་ཡིག་དེ་དག་ཁ་ཕྱེ་ཡང་བརྗོད་བྱ་དེ་དག་ཀློག་རྒྱུའི་ཚབ་ཏུ་ཚོད་དཔག་བྱེད་ཀྱི་ཡོད་པ་ལྟ་བུའི་སྣང་བ་ཞིག་སྟེར། འཕྲིན་ཡིག་རེར་ཤོག་གྲངས་བཞི་རེ་ཡོད་པས་ཨར་མོནད་ཀྱིས་འཕྲལ་དུ་འཕྲིན་ཡིག་དེ་དག་ཕྱིར་བལྟབས། ཁོ་པས་ང་ལ་“ད་འགྲོ། ངས་སང་ཉིན་ཁོ་ཚོར་ཡིག་ལན་འབྲི་ཆོག” ཟེར།,0.0971556,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"—Partons, me dit-il, je répondrai demain. Nous allâmes chez le commissaire de police, à qui Armand remit la procuration de la sœur de Marguerite.",ང་ཚོ་ཉེན་རྟོག་གཙོ་སྤྱི་ལ་ཐུག་ཏུ་སོང་། ཨར་མོནད་ཀྱིས་ཁོ་ལ་མར་གྷར་རི་ཋིའི་གཅེན་མོས་ཆོག་མཆན་བཀོད་པའི་ཡིག་ཆ་དེ་ཕུལ།,0.645813,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"Le commissaire lui donna en échange une lettre d'avis pour le gardien du cimetière; il fut convenu que la translation aurait lieu le lendemain, à dix heures du matin, que je viendrais le prendre une heure auparavant, et que nous nous rendrions ensemble au cimetière.",ཁོ་ལ་ཉེན་རྟོག་གཙོ་སྤྱི་བས་དུར་ས་སྔོག་ཆོག་ཅེས་དུར་ཁྲོད་དོ་དམ་པར་སྤྲོད་རྒྱུའི་བཀའ་འཁྲོལ་ཡིག་ཆ་ཞིག་སྤྲད། བཀའ་འཁྲོལ་ནང་དུ་ཕྱི་ཉིན་སྔ་དྲོའི་ཆུ་ཚོད་བཅུ་པར་དུར་ས་སྤོར་དགོས་ཞེས་འཁོད།,0.612451,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
"Moi aussi, j'étais curieux d'assister à ce spectacle, et j'avoue que la nuit je ne dormis pas.",དེས་ན་ཕྱི་ཉིན་ང་ཨར་མོནད་ཀྱི་ཁྱིམ་ལ་ཆུ་ཚོད་གཅིག་གི་སྔོན་དུ་འབྱོར་དགོས་པ་དང་དེ་ནས་ང་ཚོ་མཉམ་དུ་དུར་ཁྲོད་ལ་འགྲོ་རྒྱུའི་ཐག་བཅད།,0.132911,https://www.gutenberg.org/files/2419/2419-h/2419-h.htm,https://latse.org/108-translations/#The Lady of the Camellias
